Joe Cocker\Something To Say
Pardon Me Sir\https://drive.google.com/uc?export=download&id=19D2hwHAbzHaaI3TdF991_oW_cqFy9OSt
High Time We Went\https://drive.google.com/uc?export=download&id=1GJixCDBfRM8aEL4X6xGG82cBFMM1r4bB
She Don't Mind\https://drive.google.com/uc?export=download&id=1dThEh-C3UIO3D0aPjHfd_DNUJTtZkVal
Black Eyed Blues\https://drive.google.com/uc?export=download&id=1uAFsJ83MCINYkXF2IHSdfz9HRk6GLNo8
Something to Say\https://drive.google.com/uc?export=download&id=1mtxi9tFyPMY5o60wQfBItNkGLzv_-h5q
Night Rider\https://drive.google.com/uc?export=download&id=1bYuLIl95ZQFlu30wSui7FGvEsk6l_mq2
Do Right Woman\https://drive.google.com/uc?export=download&id=169HU6JqsLb6Or49TmqleQDcsBfAnIpIt
Woman to Woman\https://drive.google.com/uc?export=download&id=1UasVplS34SoDwsPgH5AypJWZGT6bAnU2
St. James Infirmary\https://drive.google.com/uc?export=download&id=1lzxKU79Y4GUnz38rnQNYISsgAaBQUO2N
