Destruction By Definition\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/The_Suicide_Machines/Destruction_By_Definition.dat\https://images-na.ssl-images-amazon.com/images/I/41PC381EVPL._SY400_.jpg
A Match And Some Gasoline\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/The_Suicide_Machines/A_Match_And_Some_Gasoline.dat\https://upload.wikimedia.org/wikipedia/en/c/c5/The_Suicide_Machines_-_A_Match_and_Some_Gasoline_cover.jpg
Battle Hymns\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/The_Suicide_Machines/Battle_Hymns.dat\https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/The_Suicide_Machines_-_Battle_Hymns_cover.jpg/220px-The_Suicide_Machines_-_Battle_Hymns_cover.jpg
Steal this Record\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/The_Suicide_Machines/Steal_this_Record.dat\https://upload.wikimedia.org/wikipedia/en/thumb/3/34/The_Suicide_Machines_-_Steal_This_Record_cover.jpg/220px-The_Suicide_Machines_-_Steal_This_Record_cover.jpg
The Suicide Machines\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/The_Suicide_Machines/The_Suicide_Machines.dat\https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/The_Suicide_Machines_-_The_Suicide_Machines_cover.jpg/220px-The_Suicide_Machines_-_The_Suicide_Machines_cover.jpg
