Joe Cocker\Something To Say
Pardon Me Sir\Joe_Cocker/Something To Say/01 - Pardon Me Sir.flac
High Time We Went\Joe_Cocker/Something To Say/02 - High Time We Went.flac
She Don't Mind\Joe_Cocker/Something To Say/03 - She Don_t Mind.flac
Black Eyed Blues\Joe_Cocker/Something To Say/04 - Black Eyed Blues.flac
Something to Say\Joe_Cocker/Something To Say/05 - Something to Say.flac
Night Rider\Joe_Cocker/Something To Say/06 - Night Rider.flac
Do Right Woman\Joe_Cocker/Something To Say/07 - Do Right Woman.flac
Woman to Woman\Joe_Cocker/Something To Say/08 - Woman to Woman.flac
St. James Infirmary\Joe_Cocker/Something To Say/09 - St. James Infirmary.flac
