The Second Time Around\https://raw.githubusercontent.com/shiabehugo/48otw/master/Etta_James/The_Second_Time_Around.dat\https://images-na.ssl-images-amazon.com/images/I/515v-S8%2BvgL._SY355_.jpg
At Last!\https://raw.githubusercontent.com/shiabehugo/48otw/master/Etta_James/At_Last.dat\https://upload.wikimedia.org/wikipedia/en/f/fd/At_Last_-_Etta_James.jpg
Dragon Punch\https://raw.githubusercontent.com/shiabehugo/48otw/master/Etta_James/Dragon_Punch.dat\https://static.qobuz.com/images/covers/ra/fa/zzapzddyvfara_230.jpg
