Avril Lavigne\Try To Shut Me Up
Sk8er Boi (Live)\Avril_Lavigne/2003 - Try To Shut Me Up/01_01. Sk8er Boi (Live).mp3
Nobody's Fool (Live)\Avril_Lavigne/2003 - Try To Shut Me Up/02_02. Nobody_s Fool (Live).mp3
Basket Case (Live)\Avril_Lavigne/2003 - Try To Shut Me Up/03_03. Basket Case (Live).mp3
Unwanted (Live)\Avril_Lavigne/2003 - Try To Shut Me Up/04_04. Unwanted (Live).mp3
Losing Grip (Live)\Avril_Lavigne/2003 - Try To Shut Me Up/05_05. Losing Grip (Live).mp3
