Abandon Ship\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Knife_Party/Abandon_Ship.dat\https://upload.wikimedia.org/wikipedia/en/4/42/Knife_Party_-_Abandon_Ship.jpg
Rage Valley\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Knife_Party/Rage_Valley.dat\https://tse4.mm.bing.net/th?id=OIP.go2ZPq7wsJwyM5gERB3xQQAAAA&pid=Api
