30 Greatest Hits\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Aretha_Franklin/30_Greatest_Hits.dat\https://images-na.ssl-images-amazon.com/images/I/51YOlPjf%2BsL._SX355_.jpg
Greatest Hits (2019)\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Aretha_Franklin/Greatest_Hits_2019.dat\https://i.scdn.co/image/ab67616d0000b273e06cf4159aa826d5c79b41db
ARETHA (2021)\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Aretha_Franklin/ARETHA_2021.dat\https://i.scdn.co/image/ab67616d0000b273247ba731e4b951a7dcb342cd
