Essentials\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Sia/Essentials.dat\https://is4-ssl.mzstatic.com/image/thumb/Features128/v4/9b/fe/a9/9bfea961-4dc7-6b24-75a5-28d12d23500b/source/268x268cc.jpg
This is Acting (Deluxe Edition)\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Sia/This_is_Acting_Deluxe_Edition.dat\https://cdn-s3.allmusic.com/release-covers/400/0004/487/0004487035.jpg
1000 Forms of Fear\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Sia/1000_Forms_of_Fear.dat\https://cdn-s3.allmusic.com/release-covers/500/0004/182/0004182305.jpg
Colour The Small One\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Sia/Colour_The_Small_One.dat\https://upload.wikimedia.org/wikipedia/en/3/3d/Colour_the_Small_One.jpg
The Best Songs\https://raw.githubusercontent.com/shiabehugo/48otw/master/data/Sia/The_Best_Songs.dat\https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4TLIs3yZaRLwC_XWRBRsB1B4bG7WtlxwkWADEI_5n7tX1HbpEezTDwhmR1ZL4X9cjwtE&usqp=CAU
