The Offspring\Splinter 
Neocon\The_Offspring/2003 Splinter/01-Neocon.mp3
The Noose\The_Offspring/2003 Splinter/02-The Noose.mp3
Long Way Home\The_Offspring/2003 Splinter/03-Long Way Home.mp3
Hit That\The_Offspring/2003 Splinter/04-Hit That.mp3
Race Against Myself\The_Offspring/2003 Splinter/05-Race Against Myself.mp3
(Can't Get My) Head Around You\The_Offspring/2003 Splinter/06-(Can_t Get My) Head Around You.mp3
The Worst Hangover Ever\The_Offspring/2003 Splinter/07-The Worst Hangover Ever.mp3
Never Gonna Find Me\The_Offspring/2003 Splinter/08-Never Gonna Find Me.mp3
Lightning Rod\The_Offspring/2003 Splinter/09-Lightning Rod.mp3
Spare Me The Details\The_Offspring/2003 Splinter/10-Spare Me The Details.mp3
Da Hui\The_Offspring/2003 Splinter/11-Da Hui.mp3
When You're In Prison\The_Offspring/2003 Splinter/12-When You_re In Prison.mp3
