Janis Joplin\Frankfurt 12Th April 1969
Raise Your Hands\Janis_Joplin/1969 - Frankfurt 12Th April 1969/01 - Raise Your Hands.mp3
Try Just A Little Bit Harder\Janis_Joplin/1969 - Frankfurt 12Th April 1969/02 - Try Just A Little Bit Harder.mp3
Me\Janis_Joplin/1969 - Frankfurt 12Th April 1969/03 - Me.mp3
Maybe\Janis_Joplin/1969 - Frankfurt 12Th April 1969/04 - Maybe.mp3
Summertime\Janis_Joplin/1969 - Frankfurt 12Th April 1969/05 - Summertime.mp3
Ball And Chain\Janis_Joplin/1969 - Frankfurt 12Th April 1969/06 - Ball And Chain.mp3
Piece Of My Heart\Janis_Joplin/1969 - Frankfurt 12Th April 1969/07 - Piece Of My Heart.mp3
