Judas Priest\Jugulator
Jugulator\Judas_Priest/1997 - Jugulator/01. Jugulator.mp3
Blood Stained\Judas_Priest/1997 - Jugulator/02. Blood Stained.mp3
Dead Meat\Judas_Priest/1997 - Jugulator/03. Dead Meat.mp3
Death Row\Judas_Priest/1997 - Jugulator/04. Death Row.mp3
Decapitate\Judas_Priest/1997 - Jugulator/05. Decapitate.mp3
Burn In Hell\Judas_Priest/1997 - Jugulator/06. Burn In Hell.mp3
Brain Dead\Judas_Priest/1997 - Jugulator/07. Brain Dead.mp3
Abductors\Judas_Priest/1997 - Jugulator/08. Abductors.mp3
Bullet Train\Judas_Priest/1997 - Jugulator/09. Bullet Train.mp3
Cathedral Spires\Judas_Priest/1997 - Jugulator/10. Cathedral Spires.mp3
