Marilyn Manson\Remix & Repent
The Horrible People\https://drive.google.com/uc?export=download&id=0Bx1nUKpWwAwLUGxDcTNaSUxiaW8
The Tourniquet (Prosthetic Dance Mix)\https://drive.google.com/uc?export=download&id=0Bx1nUKpWwAwLSndRaTUzbzBqQmc
Dried Up, Tied and Dead to the World (Live)\https://drive.google.com/uc?export=download&id=0Bx1nUKpWwAwLMXg2cGxyYlJzOVE
Antichrist Superstar (Live)\https://drive.google.com/uc?export=download&id=0Bx1nUKpWwAwLU3IwSWk4akQyWUk
Man That You Fear (Acoustic Requiem for Antichrist Superstar)\https://drive.google.com/uc?export=download&id=0Bx1nUKpWwAwLS09QRlAwRnhMeTA
