The Rolling Stones\Dirty Work
One Hit (To the Body)\The_Rolling_Stones/1986 - Dirty Work/01 - One Hit (To the Body).mp3
Fight\The_Rolling_Stones/1986 - Dirty Work/02 - Fight.mp3
Harlem Shuffle\The_Rolling_Stones/1986 - Dirty Work/03 - Harlem Shuffle.mp3
Hold Back\The_Rolling_Stones/1986 - Dirty Work/04 - Hold Back.mp3
Too Rude\The_Rolling_Stones/1986 - Dirty Work/05 - Too Rude.mp3
Winning Ugly\The_Rolling_Stones/1986 - Dirty Work/06 - Winning Ugly.mp3
Back to Zero\The_Rolling_Stones/1986 - Dirty Work/07 - Back to Zero.mp3
Dirty Work\The_Rolling_Stones/1986 - Dirty Work/08 - Dirty Work.mp3
Had it with You\The_Rolling_Stones/1986 - Dirty Work/09 - Had it with You.mp3
Sleep Tonight\The_Rolling_Stones/1986 - Dirty Work/10 - Sleep Tonight.mp3
Key to the Highway\The_Rolling_Stones/1986 - Dirty Work/11 - Key to the Highway.mp3
